partida_id,temporada,rodada,data,horario,clube_mandante,clube_mandante_slug,clube_visitante,clube_visitante_slug,gols_mandante,gols_visitante,total_gols,saldo_mandante,resultado,vencedor,arena,mandante_uf,visitante_uf,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante
170,2003,15,2003-06-28,16:00,Gremio,gremio,Juventude,juventude,1,4,5,-3,Vitoria Visitante,Juventude, Olímpico,RS,RS,,,,
171,2003,15,2003-06-28,16:00,Santos,santos,Bahia,bahia,4,0,4,4,Vitoria Mandante,Santos, Vila Belmiro,SP,BA,,,,
172,2003,15,2003-06-28,18:00,Flamengo,flamengo,Figueirense,figueirense,0,2,2,-2,Vitoria Visitante,Figueirense, Maracanã,RJ,SC,,,,
173,2003,15,2003-06-29,16:00,Corinthians,corinthians,Fluminense,fluminense,1,0,1,1,Vitoria Mandante,Corinthians, Pacaembu,SP,RJ,,,,
174,2003,15,2003-06-29,16:00,Guarani,guarani,Sao Paulo,sao_paulo,0,1,1,-1,Vitoria Visitante,Sao Paulo, Brinco de Ouro,SP,SP,,,,
175,2003,15,2003-06-29,16:00,Criciuma,criciuma,Paysandu,paysandu,2,0,2,2,Vitoria Mandante,Criciuma, Heriberto Hulse,SC,PA,,,,
176,2003,15,2003-06-29,16:00,Vitoria,vitoria,Athletico-PR,athletico_pr,1,0,1,1,Vitoria Mandante,Vitoria, Barradão,BA,PR,,,,
177,2003,15,2003-06-29,18:00,Cruzeiro,cruzeiro,Internacional,internacional,3,2,5,1,Vitoria Mandante,Cruzeiro, Mineirão,MG,RS,,,,
178,2003,15,2003-06-29,18:00,Parana,parana,Atletico-MG,atletico_mg,1,1,2,0,Empate,-, Pinheirão,PR,MG,,,,
181,2003,16,2003-07-05,16:00,Vasco,vasco,Parana,parana,1,4,5,-3,Vitoria Visitante,Parana, São Januário,RJ,PR,,,,
182,2003,16,2003-07-05,16:00,Sao Paulo,sao_paulo,Sao Caetano,sao_caetano,1,1,2,0,Empate,-, Morumbi,SP,SP,,,,
183,2003,16,2003-07-05,16:00,Figueirense,figueirense,Cruzeiro,cruzeiro,1,0,1,1,Vitoria Mandante,Figueirense, Orlando Scarpelli,SC,MG,,,,
184,2003,16,2003-07-05,16:00,Atletico-MG,atletico_mg,Paysandu,paysandu,3,2,5,1,Vitoria Mandante,Atletico-MG,  Independência,MG,PA,,,,
185,2003,16,2003-07-06,16:00,Gremio,gremio,Flamengo,flamengo,2,0,2,2,Vitoria Mandante,Gremio, Olímpico,RS,RJ,,,,
186,2003,16,2003-07-06,16:00,Guarani,guarani,Goias,goias,3,2,5,1,Vitoria Mandante,Guarani, Brinco de Ouro,SP,GO,,,,
187,2003,16,2003-07-06,16:00,Athletico-PR,athletico_pr,Corinthians,corinthians,3,1,4,2,Vitoria Mandante,Athletico-PR, Arena da Baixada,PR,SP,,,,
188,2003,16,2003-07-06,16:00,Juventude,juventude,Internacional,internacional,1,1,2,0,Empate,-, Alfredo Jaconi,RS,RS,,,,
189,2003,16,2003-07-06,16:00,Fortaleza,fortaleza,Criciuma,criciuma,0,1,1,-1,Vitoria Visitante,Criciuma, Presidente Vargas,CE,SC,,,,
190,2003,16,2003-07-06,16:00,Vitoria,vitoria,Ponte Preta,ponte_preta,1,4,5,-3,Vitoria Visitante,Ponte Preta, Barradão,BA,SP,,,,
191,2003,16,2003-07-06,18:00,Santos,santos,Coritiba,coritiba,3,1,4,2,Vitoria Mandante,Santos, Vila Belmiro,SP,PR,,,,
192,2003,16,2003-07-06,18:00,Fluminense,fluminense,Bahia,bahia,1,0,1,1,Vitoria Mandante,Fluminense, Maracanã,RJ,BA,,,,
193,2003,17,2003-07-09,16:00,Sao Caetano,sao_caetano,Athletico-PR,athletico_pr,0,0,0,0,Empate,-, Anacleto Campanella,SP,PR,,,,
194,2003,17,2003-07-09,16:00,Corinthians,corinthians,Santos,santos,1,1,2,0,Empate,-, Morumbi,SP,SP,,,,
195,2003,17,2003-07-09,20:30,Cruzeiro,cruzeiro,Fortaleza,fortaleza,2,0,2,2,Vitoria Mandante,Cruzeiro, Mineirão,MG,CE,,,,
196,2003,17,2003-07-09,20:30,Bahia,bahia,Guarani,guarani,2,0,2,2,Vitoria Mandante,Bahia, Fonte Nova,BA,SP,,,,
197,2003,17,2003-07-09,20:30,Paysandu,paysandu,Figueirense,figueirense,1,0,1,1,Vitoria Mandante,Paysandu, Mangueirão,PA,SC,,,,
198,2003,17,2003-07-09,20:30,Goias,goias,Vitoria,vitoria,1,1,2,0,Empate,-, Serra Dourada,GO,BA,,,,
199,2003,17,2003-07-09,20:30,Flamengo,flamengo,Juventude,juventude,2,1,3,1,Vitoria Mandante,Flamengo, Maracanã,RJ,RS,,,,
200,2003,17,2003-07-09,21:40,Internacional,internacional,Vasco,vasco,2,1,3,1,Vitoria Mandante,Internacional, Beira Rio,RS,RJ,,,,
201,2003,17,2003-07-09,21:40,Coritiba,coritiba,Sao Paulo,sao_paulo,0,2,2,-2,Vitoria Visitante,Sao Paulo, Couto Pereira,PR,SP,,,,
202,2003,17,2003-07-10,20:30,Ponte Preta,ponte_preta,Fluminense,fluminense,3,0,3,3,Vitoria Mandante,Ponte Preta, Moisés Lucarelli,SP,RJ,,,,
203,2003,17,2003-07-10,20:30,Criciuma,criciuma,Atletico-MG,atletico_mg,1,0,1,1,Vitoria Mandante,Criciuma, Heriberto Hulse,SC,MG,,,,
204,2003,17,2003-07-10,20:30,Parana,parana,Gremio,gremio,3,1,4,2,Vitoria Mandante,Parana, Pinheirão,PR,RS,,,,
205,2003,18,2003-07-12,16:00,Athletico-PR,athletico_pr,Goias,goias,0,0,0,0,Empate,-, Arena da Baixada,PR,GO,,,,
206,2003,18,2003-07-12,16:00,Fortaleza,fortaleza,Internacional,internacional,3,0,3,3,Vitoria Mandante,Fortaleza, Castelão,CE,RS,,,,
207,2003,18,2003-07-12,18:00,Vasco,vasco,Paysandu,paysandu,0,2,2,-2,Vitoria Visitante,Paysandu, São Januário,RJ,PA,,,,
208,2003,18,2003-07-13,16:00,Atletico-MG,atletico_mg,Flamengo,flamengo,1,0,1,1,Vitoria Mandante,Atletico-MG, Mineirão,MG,RJ,,,,
209,2003,18,2003-07-13,16:00,Ponte Preta,ponte_preta,Bahia,bahia,1,0,1,1,Vitoria Mandante,Ponte Preta, Moisés Lucarelli,SP,BA,,,,
210,2003,18,2003-07-13,16:00,Corinthians,corinthians,Coritiba,coritiba,0,1,1,-1,Vitoria Visitante,Coritiba, Morumbi,SP,PR,,,,
211,2003,18,2003-07-13,16:00,Criciuma,criciuma,Juventude,juventude,3,0,3,3,Vitoria Mandante,Criciuma, Heriberto Hulse,SC,RS,,,,
212,2003,18,2003-07-13,16:00,Figueirense,figueirense,Parana,parana,4,2,6,2,Vitoria Mandante,Figueirense, Orlando Scarpelli,SC,PR,,,,
213,2003,18,2003-07-13,16:00,Sao Caetano,sao_caetano,Guarani,guarani,0,2,2,-2,Vitoria Visitante,Guarani, Anacleto Campanella,SP,SP,,,,
214,2003,18,2003-07-13,16:00,Fluminense,fluminense,Sao Paulo,sao_paulo,1,3,4,-2,Vitoria Visitante,Sao Paulo, Maracanã,RJ,SP,,,,
215,2003,18,2003-07-13,18:00,Gremio,gremio,Cruzeiro,cruzeiro,0,1,1,-1,Vitoria Visitante,Cruzeiro, Olímpico,RS,MG,,,,
216,2003,18,2003-07-13,18:00,Vitoria,vitoria,Santos,santos,2,0,2,2,Vitoria Mandante,Vitoria, Barradão,BA,SP,,,,
217,2003,19,2003-07-16,20:30,Flamengo,flamengo,Fortaleza,fortaleza,0,2,2,-2,Vitoria Visitante,Fortaleza, Maracanã,RJ,CE,,,,
218,2003,19,2003-07-16,20:30,Juventude,juventude,Figueirense,figueirense,1,2,3,-1,Vitoria Visitante,Figueirense, Alfredo Jaconi,RS,SC,,,,
219,2003,19,2003-07-16,20:30,Bahia,bahia,Sao Caetano,sao_caetano,0,0,0,0,Empate,-, Fonte Nova,BA,SP,,,,
220,2003,19,2003-07-16,20:30,Coritiba,coritiba,Fluminense,fluminense,3,0,3,3,Vitoria Mandante,Coritiba, Couto Pereira,PR,RJ,,,,
221,2003,19,2003-07-16,20:30,Guarani,guarani,Vitoria,vitoria,2,2,4,0,Empate,-, Brinco de Ouro,SP,BA,,,,
222,2003,19,2003-07-16,20:30,Internacional,internacional,Atletico-MG,atletico_mg,3,3,6,0,Empate,-, Beira Rio,RS,MG,,,,
223,2003,19,2003-07-16,21:40,Santos,santos,Ponte Preta,ponte_preta,2,1,3,1,Vitoria Mandante,Santos, Vila Belmiro,SP,SP,,,,
224,2003,19,2003-07-16,21:40,Cruzeiro,cruzeiro,Vasco,vasco,4,1,5,3,Vitoria Mandante,Cruzeiro, Mineirão,MG,RJ,,,,
225,2003,19,2003-07-16,21:40,Goias,goias,Corinthians,corinthians,1,1,2,0,Empate,-, Serra Dourada,GO,SP,,,,
226,2003,19,2003-07-17,20:30,Paysandu,paysandu,Gremio,gremio,1,1,2,0,Empate,-, Mangueirão,PA,RS,,,,
227,2003,19,2003-07-17,20:30,Sao Paulo,sao_paulo,Athletico-PR,athletico_pr,2,0,2,2,Vitoria Mandante,Sao Paulo, Morumbi,SP,PR,,,,
229,2003,20,2003-07-19,16:00,Fluminense,fluminense,Santos,santos,1,4,5,-3,Vitoria Visitante,Santos,  Giulite Coutinho,RJ,SP,,,,
230,2003,20,2003-07-19,16:00,Corinthians,corinthians,Guarani,guarani,1,0,1,1,Vitoria Mandante,Corinthians, Pacaembu,SP,SP,,,,
231,2003,20,2003-07-19,16:00,Fortaleza,fortaleza,Atletico-MG,atletico_mg,4,3,7,1,Vitoria Mandante,Fortaleza, Castelão,CE,MG,,,,
232,2003,20,2003-07-19,18:00,Internacional,internacional,Figueirense,figueirense,3,0,3,3,Vitoria Mandante,Internacional, Beira Rio,RS,SC,,,,
233,2003,20,2003-07-20,16:00,Juventude,juventude,Paysandu,paysandu,2,0,2,2,Vitoria Mandante,Juventude, Alfredo Jaconi,RS,PA,,,,
234,2003,20,2003-07-20,16:00,Athletico-PR,athletico_pr,Bahia,bahia,2,1,3,1,Vitoria Mandante,Athletico-PR, Arena da Baixada,PR,BA,,,,
235,2003,20,2003-07-20,16:00,Ponte Preta,ponte_preta,Coritiba,coritiba,1,1,2,0,Empate,-, Moisés Lucarelli,SP,PR,,,,
236,2003,20,2003-07-20,16:00,Criciuma,criciuma,Flamengo,flamengo,4,3,7,1,Vitoria Mandante,Criciuma, Heriberto Hulse,SC,RJ,,,,
237,2003,20,2003-07-20,16:00,Goias,goias,Sao Caetano,sao_caetano,2,1,3,1,Vitoria Mandante,Goias, Serra Dourada,GO,SP,,,,
238,2003,20,2003-07-20,16:00,Vitoria,vitoria,Sao Paulo,sao_paulo,0,2,2,-2,Vitoria Visitante,Sao Paulo, Barradão,BA,SP,,,,
239,2003,20,2003-07-20,18:00,Cruzeiro,cruzeiro,Parana,parana,5,1,6,4,Vitoria Mandante,Cruzeiro, Mineirão,MG,PR,,,,
240,2003,20,2003-07-20,18:00,Vasco,vasco,Gremio,gremio,2,0,2,2,Vitoria Mandante,Vasco, São Januário,RJ,RS,,,,
241,2003,21,2003-07-23,20:30,Parana,parana,Fortaleza,fortaleza,4,1,5,3,Vitoria Mandante,Parana, Pinheirão,PR,CE,,,,
242,2003,21,2003-07-23,20:30,Atletico-MG,atletico_mg,Juventude,juventude,2,1,3,1,Vitoria Mandante,Atletico-MG, Mineirão,MG,RS,,,,
243,2003,21,2003-07-23,20:30,Paysandu,paysandu,Cruzeiro,cruzeiro,3,0,3,3,Vitoria Mandante,Paysandu, Mangueirão,PA,MG,,,,
244,2003,21,2003-07-23,20:30,Guarani,guarani,Athletico-PR,athletico_pr,1,0,1,1,Vitoria Mandante,Guarani, Brinco de Ouro,SP,PR,,,,
245,2003,21,2003-07-23,21:40,Figueirense,figueirense,Vasco,vasco,0,0,0,0,Empate,-, Orlando Scarpelli,SC,RJ,,,,
246,2003,21,2003-07-23,21:40,Santos,santos,Goias,goias,3,3,6,0,Empate,-, Vila Belmiro,SP,GO,,,,
247,2003,21,2003-07-23,21:40,Bahia,bahia,Corinthians,corinthians,0,0,0,0,Empate,-, Fonte Nova,BA,SP,,,,
248,2003,21,2003-07-24,20:30,Coritiba,coritiba,Vitoria,vitoria,1,1,2,0,Empate,-, Couto Pereira,PR,BA,,,,
249,2003,21,2003-07-24,20:30,Gremio,gremio,Criciuma,criciuma,0,2,2,-2,Vitoria Visitante,Criciuma, Olímpico,RS,SC,,,,
250,2003,21,2003-07-24,20:30,Flamengo,flamengo,Internacional,internacional,2,1,3,1,Vitoria Mandante,Flamengo, Maracanã,RJ,RS,,,,
251,2003,21,2003-07-24,20:30,Sao Caetano,sao_caetano,Fluminense,fluminense,2,0,2,2,Vitoria Mandante,Sao Caetano, Anacleto Campanella,SP,RJ,,,,
252,2003,21,2003-07-24,20:30,Sao Paulo,sao_paulo,Ponte Preta,ponte_preta,1,2,3,-1,Vitoria Visitante,Ponte Preta, Morumbi,SP,SP,,,,
253,2003,22,2003-07-26,16:00,Santos,santos,Vasco,vasco,2,1,3,1,Vitoria Mandante,Santos, Vila Belmiro,SP,RJ,,,,
254,2003,22,2003-07-26,16:00,Goias,goias,Atletico-MG,atletico_mg,1,1,2,0,Empate,-, Serra Dourada,GO,MG,,,,
255,2003,22,2003-07-26,16:00,Athletico-PR,athletico_pr,Paysandu,paysandu,1,1,2,0,Empate,-, Arena da Baixada,PR,PA,,,,
256,2003,22,2003-07-27,09:00,Fortaleza,fortaleza,Ponte Preta,ponte_preta,2,3,5,-1,Vitoria Visitante,Ponte Preta, Castelão,CE,SP,,,,
257,2003,22,2003-07-27,16:00,Juventude,juventude,Fluminense,fluminense,2,1,3,1,Vitoria Mandante,Juventude, Alfredo Jaconi,RS,RJ,,,,
258,2003,22,2003-07-27,16:00,Flamengo,flamengo,Sao Paulo,sao_paulo,1,1,2,0,Empate,-, Maracanã,RJ,SP,,,,
259,2003,22,2003-07-27,16:00,Criciuma,criciuma,Coritiba,coritiba,2,3,5,-1,Vitoria Visitante,Coritiba, Heriberto Hulse,SC,PR,,,,
260,2003,22,2003-07-27,16:00,Guarani,guarani,Figueirense,figueirense,3,0,3,3,Vitoria Mandante,Guarani, Brinco de Ouro,SP,SC,,,,
261,2003,22,2003-07-27,16:00,Vitoria,vitoria,Parana,parana,0,3,3,-3,Vitoria Visitante,Parana, Barradão,BA,PR,,,,
262,2003,22,2003-07-27,16:00,Corinthians,corinthians,Gremio,gremio,1,0,1,1,Vitoria Mandante,Corinthians, Pacaembu,SP,RS,,,,
263,2003,22,2003-07-27,18:00,Cruzeiro,cruzeiro,Bahia,bahia,5,2,7,3,Vitoria Mandante,Cruzeiro, Mineirão,MG,BA,,,,
264,2003,22,2003-07-27,18:00,Internacional,internacional,Sao Caetano,sao_caetano,0,0,0,0,Empate,-, Beira Rio,RS,SP,,,,
179,2003,15,2003-07-30,20:30,Athletico-PR,athletico_pr,Santos,santos,0,2,2,-2,Vitoria Visitante,Santos, Arena da Baixada,PR,SP,,,,
180,2003,15,2003-07-30,20:30,Goias,goias,Ponte Preta,ponte_preta,0,0,0,0,Empate,-, Serra Dourada,GO,SP,,,,
228,2003,19,2003-07-31,20:30,Parana,parana,Criciuma,criciuma,2,1,3,1,Vitoria Mandante,Parana, Pinheirão,PR,SC,,,,
265,2003,23,2003-08-02,16:00,Fluminense,fluminense,Cruzeiro,cruzeiro,2,2,4,0,Empate,-,  Giulite Coutinho,RJ,MG,,,,
266,2003,23,2003-08-02,16:00,Gremio,gremio,Santos,santos,2,0,2,2,Vitoria Mandante,Gremio, Olímpico,RS,SP,,,,
267,2003,23,2003-08-02,18:00,Sao Paulo,sao_paulo,Internacional,internacional,0,2,2,-2,Vitoria Visitante,Internacional, Morumbi,SP,RS,,,,
268,2003,23,2003-08-02,18:00,Sao Caetano,sao_caetano,Juventude,juventude,1,1,2,0,Empate,-, Anacleto Campanella,SP,RS,,,,
269,2003,23,2003-08-03,16:00,Figueirense,figueirense,Goias,goias,0,1,1,-1,Vitoria Visitante,Goias, Orlando Scarpelli,SC,GO,,,,
270,2003,23,2003-08-03,16:00,Parana,parana,Corinthians,corinthians,1,1,2,0,Empate,-, Arena da Baixada,PR,SP,,,,
271,2003,23,2003-08-03,16:00,Paysandu,paysandu,Guarani,guarani,6,1,7,5,Vitoria Mandante,Paysandu, Mangueirão,PA,SP,,,,
272,2003,23,2003-08-03,16:00,Coritiba,coritiba,Fortaleza,fortaleza,1,1,2,0,Empate,-, Couto Pereira,PR,CE,,,,
273,2003,23,2003-08-03,16:00,Bahia,bahia,Criciuma,criciuma,2,2,4,0,Empate,-, Fonte Nova,BA,SC,,,,
274,2003,23,2003-08-03,16:00,Ponte Preta,ponte_preta,Flamengo,flamengo,1,1,2,0,Empate,-, Moisés Lucarelli,SP,RJ,,,,
275,2003,23,2003-08-03,18:00,Vasco,vasco,Athletico-PR,athletico_pr,2,1,3,1,Vitoria Mandante,Vasco, São Januário,RJ,PR,,,,
276,2003,23,2003-08-03,18:00,Atletico-MG,atletico_mg,Vitoria,vitoria,1,0,1,1,Vitoria Mandante,Atletico-MG, Mineirão,MG,BA,,,,
277,2003,24,2003-08-06,20:30,Vitoria,vitoria,Paysandu,paysandu,1,1,2,0,Empate,-, Barradão,BA,PA,,,,
278,2003,24,2003-08-06,20:30,Athletico-PR,athletico_pr,Parana,parana,1,0,1,1,Vitoria Mandante,Athletico-PR, Arena da Baixada,PR,PR,,,,
279,2003,24,2003-08-06,20:30,Criciuma,criciuma,Sao Caetano,sao_caetano,0,1,1,-1,Vitoria Visitante,Sao Caetano, Heriberto Hulse,SC,SP,,,,
280,2003,24,2003-08-06,20:30,Fortaleza,fortaleza,Fluminense,fluminense,3,1,4,2,Vitoria Mandante,Fortaleza, Castelão,CE,RJ,,,,
281,2003,24,2003-08-06,20:30,Juventude,juventude,Ponte Preta,ponte_preta,0,0,0,0,Empate,-, Alfredo Jaconi,RS,SP,,,,
282,2003,24,2003-08-06,21:40,Santos,santos,Atletico-MG,atletico_mg,3,3,6,0,Empate,-, Vila Belmiro,SP,MG,,,,
283,2003,24,2003-08-06,21:40,Goias,goias,Vasco,vasco,3,1,4,2,Vitoria Mandante,Goias, Serra Dourada,GO,RJ,,,,
284,2003,24,2003-08-06,21:40,Cruzeiro,cruzeiro,Sao Paulo,sao_paulo,1,1,2,0,Empate,-, Mineirão,MG,SP,,,,
288,2003,24,2003-08-07,15:00,Internacional,internacional,Coritiba,coritiba,1,0,1,1,Vitoria Mandante,Internacional, Beira Rio,RS,PR,,,,
285,2003,24,2003-08-07,20:30,Flamengo,flamengo,Bahia,bahia,6,0,6,6,Vitoria Mandante,Flamengo, Maracanã,RJ,BA,,,,
286,2003,24,2003-08-07,20:30,Corinthians,corinthians,Figueirense,figueirense,0,1,1,-1,Vitoria Visitante,Figueirense, Pacaembu,SP,SC,,,,
287,2003,24,2003-08-07,20:30,Guarani,guarani,Gremio,gremio,2,0,2,2,Vitoria Mandante,Guarani, Brinco de Ouro,SP,RS,,,,
289,2003,25,2003-08-09,16:00,Fluminense,fluminense,Criciuma,criciuma,1,1,2,0,Empate,-, Maracanã,RJ,SC,,,,
290,2003,25,2003-08-09,16:00,Sao Caetano,sao_caetano,Cruzeiro,cruzeiro,2,0,2,2,Vitoria Mandante,Sao Caetano, Anacleto Campanella,SP,MG,,,,
291,2003,25,2003-08-09,16:00,Parana,parana,Santos,santos,1,2,3,-1,Vitoria Visitante,Santos, Couto Pereira,PR,SP,,,,
292,2003,25,2003-08-09,18:00,Sao Paulo,sao_paulo,Juventude,juventude,3,1,4,2,Vitoria Mandante,Sao Paulo, Morumbi,SP,RS,,,,
293,2003,25,2003-08-10,16:00,Paysandu,paysandu,Goias,goias,2,2,4,0,Empate,-, Mangueirão,PA,GO,,,,
294,2003,25,2003-08-10,16:00,Ponte Preta,ponte_preta,Internacional,internacional,1,4,5,-3,Vitoria Visitante,Internacional, Moisés Lucarelli,SP,RS,,,,
295,2003,25,2003-08-10,16:00,Coritiba,coritiba,Flamengo,flamengo,5,0,5,5,Vitoria Mandante,Coritiba, Couto Pereira,PR,RJ,,,,
296,2003,25,2003-08-10,16:00,Atletico-MG,atletico_mg,Corinthians,corinthians,2,3,5,-1,Vitoria Visitante,Corinthians, Mineirão,MG,SP,,,,
297,2003,25,2003-08-10,16:00,Figueirense,figueirense,Vitoria,vitoria,1,2,3,-1,Vitoria Visitante,Vitoria, Orlando Scarpelli,SC,BA,,,,
298,2003,25,2003-08-10,16:00,Bahia,bahia,Fortaleza,fortaleza,1,0,1,1,Vitoria Mandante,Bahia, Fonte Nova,BA,CE,,,,
299,2003,25,2003-08-10,18:00,Vasco,vasco,Guarani,guarani,0,0,0,0,Empate,-, São Januário,RJ,SP,,,,
300,2003,25,2003-08-10,18:00,Gremio,gremio,Athletico-PR,athletico_pr,1,1,2,0,Empate,-, Olímpico,RS,PR,,,,
301,2003,26,2003-08-16,16:00,Vasco,vasco,Vitoria,vitoria,1,0,1,1,Vitoria Mandante,Vasco, São Januário,RJ,BA,,,,
302,2003,26,2003-08-16,16:00,Bahia,bahia,Internacional,internacional,1,3,4,-2,Vitoria Visitante,Internacional, Fonte Nova,BA,RS,,,,
303,2003,26,2003-08-16,16:00,Figueirense,figueirense,Santos,santos,1,0,1,1,Vitoria Mandante,Figueirense, Orlando Scarpelli,SC,SP,,,,
304,2003,26,2003-08-16,16:00,Coritiba,coritiba,Juventude,juventude,1,0,1,1,Vitoria Mandante,Coritiba, Couto Pereira,PR,RS,,,,
305,2003,26,2003-08-16,18:00,Atletico-MG,atletico_mg,Athletico-PR,athletico_pr,1,2,3,-1,Vitoria Visitante,Athletico-PR, Mineirão,MG,PR,,,,
306,2003,26,2003-08-16,18:00,Sao Paulo,sao_paulo,Criciuma,criciuma,0,0,0,0,Empate,-,  Santa Cruz,SP,SC,,,,
307,2003,26,2003-08-17,16:00,Paysandu,paysandu,Corinthians,corinthians,2,2,4,0,Empate,-, Mangueirão,PA,SP,,,,
308,2003,26,2003-08-17,16:00,Sao Caetano,sao_caetano,Fortaleza,fortaleza,3,0,3,3,Vitoria Mandante,Sao Caetano, Anacleto Campanella,SP,CE,,,,
309,2003,26,2003-08-17,16:00,Ponte Preta,ponte_preta,Cruzeiro,cruzeiro,1,3,4,-2,Vitoria Visitante,Cruzeiro, Moisés Lucarelli,SP,MG,,,,
310,2003,26,2003-08-17,16:00,Parana,parana,Guarani,guarani,0,0,0,0,Empate,-, Pinheirão,PR,SP,,,,
311,2003,26,2003-08-17,16:00,Gremio,gremio,Goias,goias,0,1,1,-1,Vitoria Visitante,Goias, Olímpico,RS,GO,,,,
312,2003,26,2003-08-17,18:00,Fluminense,fluminense,Flamengo,flamengo,0,1,1,-1,Vitoria Visitante,Flamengo, Maracanã,RJ,RJ,,,,
313,2003,27,2003-08-20,20:30,Flamengo,flamengo,Sao Caetano,sao_caetano,1,0,1,1,Vitoria Mandante,Flamengo, Maracanã,RJ,SP,,,,
314,2003,27,2003-08-20,20:30,Goias,goias,Parana,parana,1,0,1,1,Vitoria Mandante,Goias, Serra Dourada,GO,PR,,,,
315,2003,27,2003-08-20,20:30,Juventude,juventude,Bahia,bahia,1,0,1,1,Vitoria Mandante,Juventude, Alfredo Jaconi,RS,BA,,,,
316,2003,27,2003-08-20,20:30,Cruzeiro,cruzeiro,Coritiba,coritiba,2,2,4,0,Empate,-, Mineirão,MG,PR,,,,
317,2003,27,2003-08-20,20:30,Athletico-PR,athletico_pr,Figueirense,figueirense,1,2,3,-1,Vitoria Visitante,Figueirense, Arena da Baixada,PR,SC,,,,
318,2003,27,2003-08-20,20:30,Vitoria,vitoria,Gremio,gremio,4,1,5,3,Vitoria Mandante,Vitoria, Barradão,BA,RS,,,,
319,2003,27,2003-08-20,21:40,Santos,santos,Paysandu,paysandu,2,0,2,2,Vitoria Mandante,Santos, Vila Belmiro,SP,PA,,,,
320,2003,27,2003-08-20,21:40,Fortaleza,fortaleza,Sao Paulo,sao_paulo,0,2,2,-2,Vitoria Visitante,Sao Paulo, Castelão,CE,SP,,,,
321,2003,27,2003-08-20,21:40,Corinthians,corinthians,Vasco,vasco,0,0,0,0,Empate,-, Pacaembu,SP,RJ,,,,
322,2003,27,2003-08-21,15:00,Internacional,internacional,Fluminense,fluminense,0,1,1,-1,Vitoria Visitante,Fluminense, Beira Rio,RS,RJ,,,,
323,2003,27,2003-08-21,20:30,Guarani,guarani,Atletico-MG,atletico_mg,2,2,4,0,Empate,-, Brinco de Ouro,SP,MG,,,,
324,2003,27,2003-08-21,20:30,Criciuma,criciuma,Ponte Preta,ponte_preta,3,0,3,3,Vitoria Mandante,Criciuma, Heriberto Hulse,SC,SP,,,,
325,2003,28,2003-08-23,16:00,Santos,santos,Flamengo,flamengo,2,1,3,1,Vitoria Mandante,Santos, Vila Belmiro,SP,RJ,,,,
326,2003,28,2003-08-23,16:00,Athletico-PR,athletico_pr,Fortaleza,fortaleza,3,1,4,2,Vitoria Mandante,Athletico-PR, Arena da Baixada,PR,CE,,,,
327,2003,28,2003-08-23,16:00,Goias,goias,Cruzeiro,cruzeiro,1,0,1,1,Vitoria Mandante,Goias, Serra Dourada,GO,MG,,,,
328,2003,28,2003-08-23,18:00,Gremio,gremio,Sao Caetano,sao_caetano,0,0,0,0,Empate,-, Olímpico,RS,SP,,,,
329,2003,28,2003-08-24,16:00,Vasco,vasco,Sao Paulo,sao_paulo,3,2,5,1,Vitoria Mandante,Vasco, São Januário,RJ,SP,,,,
330,2003,28,2003-08-24,16:00,Paysandu,paysandu,Ponte Preta,ponte_preta,3,2,5,1,Vitoria Mandante,Paysandu, Mangueirão,PA,SP,,,,
331,2003,28,2003-08-24,16:00,Parana,parana,Fluminense,fluminense,2,0,2,2,Vitoria Mandante,Parana,  Willie Davids,PR,RJ,,,,
332,2003,28,2003-08-24,16:00,Vitoria,vitoria,Juventude,juventude,3,0,3,3,Vitoria Mandante,Vitoria, Barradão,BA,RS,,,,
333,2003,28,2003-08-24,16:00,Guarani,guarani,Criciuma,criciuma,1,0,1,1,Vitoria Mandante,Guarani, Brinco de Ouro,SP,SC,,,,
334,2003,28,2003-08-24,16:00,Figueirense,figueirense,Coritiba,coritiba,1,2,3,-1,Vitoria Visitante,Coritiba, Orlando Scarpelli,SC,PR,,,,
335,2003,28,2003-08-24,18:00,Corinthians,corinthians,Internacional,internacional,3,1,4,2,Vitoria Mandante,Corinthians, Pacaembu,SP,RS,,,,
336,2003,28,2003-08-24,18:00,Atletico-MG,atletico_mg,Bahia,bahia,1,0,1,1,Vitoria Mandante,Atletico-MG, Mineirão,MG,BA,,,,
337,2003,29,2003-08-30,16:00,Fluminense,fluminense,Gremio,gremio,2,0,2,2,Vitoria Mandante,Fluminense,  Municipal Juiz de Fora,RJ,RS,,,,
338,2003,29,2003-08-30,16:00,Fortaleza,fortaleza,Santos,santos,0,0,0,0,Empate,-, Castelão,CE,SP,,,,
339,2003,29,2003-08-30,16:00,Internacional,internacional,Vitoria,vitoria,0,1,1,-1,Vitoria Visitante,Vitoria, Beira Rio,RS,BA,,,,
340,2003,29,2003-08-30,18:00,Cruzeiro,cruzeiro,Guarani,guarani,4,1,5,3,Vitoria Mandante,Cruzeiro, Mineirão,MG,SP,,,,
341,2003,29,2003-08-30,18:00,Sao Paulo,sao_paulo,Paysandu,paysandu,1,0,1,1,Vitoria Mandante,Sao Paulo,  Benedito Teixeira,SP,PA,,,,
342,2003,29,2003-08-31,16:00,Sao Caetano,sao_caetano,Vasco,vasco,1,0,1,1,Vitoria Mandante,Sao Caetano, Anacleto Campanella,SP,RJ,,,,
