partida_id,temporada,rodada,data,horario,clube_mandante,clube_mandante_slug,clube_visitante,clube_visitante_slug,gols_mandante,gols_visitante,total_gols,saldo_mandante,resultado,vencedor,arena,mandante_uf,visitante_uf,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,tem_bet_mandante,tipo_bet_mandante,marca_bet_mandante,exposure_clube_mandante,exposure_total_mandante,categoria_exp_mandante,tem_bet_visitante,tipo_bet_visitante,marca_bet_visitante,exposure_clube_visitante,exposure_total_visitante,categoria_exp_visitante,exposure_clube_partida,exposure_total_partida,ambos_patrocinados_bet,algum_patrocinado_bet,categoria_exposicao_partida
6878,2019,38,2019-12-08,16:00,Botafogo-RJ,botafogo_rj,Ceara,ceara,1,1,2,0,Empate,-,Estádio Nilton Santos,RJ,CE,4-1-4-1,4-1-4-1,A. Valentim do Carmo Neto,A. Fucks,True,secundario,Casa de Apostas,0.35,0.2906,Baixa/Media,False,nenhum,Nenhum,0.0,0.0356,Nenhuma,0.175,0.1631,False,True,Parcial (1 clube)
6880,2019,38,2019-12-08,16:00,Internacional,internacional,Atletico-MG,atletico_mg,2,1,3,1,Vitoria Mandante,Internacional,Estádio José Pinheiro Borda,RS,MG,4-2-3-1,4-2-3-1,J. Mannarino,V. Carmo Mancini,False,nenhum,Nenhum,0.0,0.0356,Nenhuma,False,nenhum,Nenhum,0.0,0.0356,Nenhuma,0.0,0.0356,False,False,Nenhuma
6879,2019,38,2019-12-08,16:01,CSA,csa,Sao Paulo,sao_paulo,1,2,3,-1,Vitoria Visitante,Sao Paulo,Estádio Rei Pelé,AL,SP,4-2-3-1,4-3-3,G. Santos Vasconcelo,F. Diniz Silva,False,nenhum,Nenhum,0.0,0.0356,Nenhuma,False,nenhum,Nenhum,0.0,0.0356,Nenhuma,0.0,0.0356,False,False,Nenhuma
6881,2019,38,2019-12-08,16:01,Cruzeiro,cruzeiro,Palmeiras,palmeiras,0,2,2,-2,Vitoria Visitante,Palmeiras, Mineirão,MG,SP,4-3-3,4-2-3-1,A. Batista,A. Lopes dos Santos,True,secundario,Casa de Apostas,0.35,0.2906,Baixa/Media,False,nenhum,Nenhum,0.0,0.0356,Nenhuma,0.175,0.1631,False,True,Parcial (1 clube)
6882,2019,38,2019-12-08,16:01,Goias,goias,Gremio,gremio,3,2,5,1,Vitoria Mandante,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),GO,RS,4-3-3,4-2-3-1,N. da Silveira Júnior,Renato Gaúcho,True,master,Marjosports,0.875,0.7106,Alta,False,nenhum,Nenhum,0.0,0.0356,Nenhuma,0.4375,0.3731,False,True,Parcial (1 clube)
6883,2019,38,2019-12-08,16:01,Vasco,vasco,Chapecoense,chapecoense,1,1,2,0,Empate,-, Maracanã,RJ,SC,4-3-3,4-1-4-1,V. Luxemburgo da Silva,M. dos Santos Gonçalves,True,master,NetBet,0.875,0.7106,Alta,True,master,Dafabet,0.875,0.7106,Alta,0.875,0.7106,True,True,Total (2 clubes)
6885,2019,38,2019-12-08,16:01,Fortaleza,fortaleza,Bahia,bahia,2,1,3,1,Vitoria Mandante,Fortaleza,Arena Castelão,CE,BA,4-2-3-1,4-3-3,R. Ceni,R. Machado Marques,True,master,NetBet,0.875,0.7106,Alta,True,secundario,Casa de Apostas,0.35,0.2906,Baixa/Media,0.6125,0.5006,True,True,Total (2 clubes)
6877,2019,38,2019-12-08,16:02,Santos,santos,Flamengo,flamengo,4,0,4,4,Vitoria Mandante,Santos,Estádio Urbano Caldeira,SP,RJ,4-3-3,4-2-3-1,J. Sampaoli Moya,J. Pinheiro de Jesus,True,secundario,Casa de Apostas,0.35,0.2906,Baixa/Media,False,nenhum,Nenhum,0.0,0.0356,Nenhuma,0.175,0.1631,False,True,Parcial (1 clube)
6884,2019,38,2019-12-08,16:08,Avai,avai,Athletico-PR,athletico_pr,0,0,0,0,Empate,-,  Ressacada,SC,PR,4-2-3-1,4-2-3-1,E. Spinassé Camillato,E. de Barros,False,nenhum,Nenhum,0.0,0.0356,Nenhuma,False,nenhum,Nenhum,0.0,0.0356,Nenhuma,0.0,0.0356,False,False,Nenhuma
6888,2020,1,2020-08-08,10:40,Sport,sport,Ceara,ceara,3,2,5,1,Vitoria Mandante,Sport,Adelmar da Costa Carvalho,PE,CE,4-2-3-1,4-2-3-1,D. Pollo Barioni,A. Ferreira,True,secundario,Betsul,0.35,0.3116,Baixa/Media,True,secundario,Betsul,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6887,2020,1,2020-08-08,10:57,Coritiba,coritiba,Internacional,internacional,0,1,1,-1,Vitoria Visitante,Internacional, Couto Pereira,PR,RS,4-2-3-1,4-2-3-1,E. de Souza Barroca,E. Coudet,True,secundario,Marjosports,0.35,0.3116,Baixa/Media,True,secundario,Betsul,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6886,2020,1,2020-08-08,19:00,Fortaleza,fortaleza,Athletico-PR,athletico_pr,0,2,2,-2,Vitoria Visitante,Athletico-PR,Arena Castelão,CE,PR,4-2-3-1,4-3-3,R. Ceni,D. Silvestre Júnior,True,master,NetBet,0.875,0.7315,Alta,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,0.4375,0.394,False,True,Parcial (1 clube)
6890,2020,1,2020-08-09,16:00,Flamengo,flamengo,Atletico-MG,atletico_mg,0,1,1,-1,Vitoria Visitante,Atletico-MG, Maracanã,RJ,MG,4-2-3-1,3-5-2,D. Torrent Font,J. Sampaoli Moya,True,secundario,Sportsbet.io,0.35,0.3116,Baixa/Media,True,secundario,Betsul,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6889,2020,1,2020-08-09,16:02,Santos,santos,Bragantino,bragantino,1,1,2,0,Empate,-,Estádio Urbano Caldeira,SP,SP,4-3-3,4-2-3-1,A. Stival,F. de Oliveira Conceição,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,0.175,0.1841,False,True,Parcial (1 clube)
6891,2020,1,2020-08-09,19:00,Gremio,gremio,Fluminense,fluminense,1,0,1,1,Vitoria Mandante,Gremio,Arena do Grêmio,RS,RJ,4-2-3-1,4-3-3,Renato Gaúcho,O. Hellmann,True,secundario,Betsul,0.35,0.3116,Baixa/Media,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,0.175,0.1841,False,True,Parcial (1 clube)
6896,2020,2,2020-08-12,09:43,Athletico-PR,athletico_pr,Goias,goias,2,1,3,1,Vitoria Mandante,Athletico-PR,Estádio Joaquim Américo Guimarães,PR,GO,4-3-3,4-4-2,D. Silvestre Júnior,N. da Silveira Júnior,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,True,master,Marjosports,0.875,0.7315,Alta,0.4375,0.394,False,True,Parcial (1 clube)
6898,2020,2,2020-08-12,19:15,Bragantino,bragantino,Botafogo-RJ,botafogo_rj,1,1,2,0,Empate,-,Nabizão,SP,RJ,4-2-3-1,4-2-3-1,F. de Oliveira Conceição,P. Autuori de Mello,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,0.175,0.1841,False,True,Parcial (1 clube)
6897,2020,2,2020-08-12,19:16,Atletico-MG,atletico_mg,Corinthians,corinthians,3,2,5,1,Vitoria Mandante,Atletico-MG, Mineirão,MG,SP,4-3-3,4-2-3-1,J. Sampaoli Moya,T. Retzalff Nunes,True,secundario,Betsul,0.35,0.3116,Baixa/Media,True,mangas,Galera.bet,0.5,0.4316,Baixa/Media,0.425,0.3716,True,True,Total (2 clubes)
6899,2020,2,2020-08-12,20:30,Bahia,bahia,Coritiba,coritiba,1,0,1,1,Vitoria Mandante,Bahia,Estádio de Pituaçu,BA,PR,4-1-2-1-2,4-2-3-1,R. Machado Marques,E. de Souza Barroca,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,True,secundario,Marjosports,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6900,2020,2,2020-08-12,20:31,Atletico-GO,atletico_go,Flamengo,flamengo,3,0,3,3,Vitoria Mandante,Atletico-GO,Estádio Olímpico Pedro Ludovico Teixeira,GO,RJ,4-2-3-1,4-2-3-1,V. Carmo Mancini,D. Torrent Font,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,True,secundario,Sportsbet.io,0.35,0.3116,Baixa/Media,0.175,0.1841,False,True,Parcial (1 clube)
6901,2020,2,2020-08-12,21:30,Ceara,ceara,Gremio,gremio,1,1,2,0,Empate,-,Arena Castelão,CE,RS,4-2-3-1,4-2-3-1,A. Ferreira,Renato Gaúcho,True,secundario,Betsul,0.35,0.3116,Baixa/Media,True,secundario,Betsul,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6902,2020,2,2020-08-12,21:30,Fluminense,fluminense,Palmeiras,palmeiras,1,1,2,0,Empate,-, Maracanã,RJ,SP,4-3-3,4-2-3-1,O. Hellmann,V. Luxemburgo da Silva,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,0.0,0.0566,False,False,Nenhuma
6903,2020,2,2020-08-13,19:16,Sao Paulo,sao_paulo,Fortaleza,fortaleza,1,0,1,1,Vitoria Mandante,Sao Paulo, Morumbi,SP,CE,4-2-3-1,4-2-3-1,F. Diniz Silva,R. Ceni,True,secundario,Betsul,0.35,0.3116,Baixa/Media,True,master,NetBet,0.875,0.7315,Alta,0.6125,0.5216,True,True,Total (2 clubes)
6904,2020,2,2020-08-13,19:32,Internacional,internacional,Santos,santos,2,0,2,2,Vitoria Mandante,Internacional,Estádio José Pinheiro Borda,RS,SP,4-1-2-1-2,3-5-2,E. Coudet,A. Stival,True,secundario,Betsul,0.35,0.3116,Baixa/Media,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6905,2020,2,2020-08-13,20:00,Vasco,vasco,Sport,sport,2,0,2,2,Vitoria Mandante,Vasco,Estádio Vasco da Gama,RJ,PE,4-1-4-1,4-2-3-1,R. Menezes Hubner,D. Pollo Barioni,True,master,NetBet,0.875,0.7315,Alta,True,secundario,Betsul,0.35,0.3116,Baixa/Media,0.6125,0.5216,True,True,Total (2 clubes)
6907,2020,3,2020-08-15,12:57,Coritiba,coritiba,Flamengo,flamengo,0,1,1,-1,Vitoria Visitante,Flamengo, Couto Pereira,PR,RJ,4-4-2,4-2-3-1,E. de Souza Barroca,D. Torrent Font,True,secundario,Marjosports,0.35,0.3116,Baixa/Media,True,secundario,Sportsbet.io,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6906,2020,3,2020-08-15,19:00,Gremio,gremio,Corinthians,corinthians,0,0,0,0,Empate,-,Arena do Grêmio,RS,SP,4-2-3-1,4-2-3-1,Renato Gaúcho,T. Retzalff Nunes,True,secundario,Betsul,0.35,0.3116,Baixa/Media,True,mangas,Galera.bet,0.5,0.4316,Baixa/Media,0.425,0.3716,True,True,Total (2 clubes)
6908,2020,3,2020-08-15,21:30,Palmeiras,palmeiras,Goias,goias,1,1,2,0,Empate,-,Allianz Parque,SP,GO,4-2-3-1,3-4-3,V. Luxemburgo da Silva,N. da Silveira Júnior,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,True,master,Marjosports,0.875,0.7315,Alta,0.4375,0.394,False,True,Parcial (1 clube)
6909,2020,3,2020-08-16,11:01,Atletico-MG,atletico_mg,Ceara,ceara,2,0,2,2,Vitoria Mandante,Atletico-MG, Mineirão,MG,CE,4-2-3-1,4-2-3-1,J. Sampaoli Moya,A. Ferreira,True,secundario,Betsul,0.35,0.3116,Baixa/Media,True,secundario,Betsul,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6910,2020,3,2020-08-16,16:00,Bahia,bahia,Bragantino,bragantino,2,1,3,1,Vitoria Mandante,Bahia,Estádio de Pituaçu,BA,SP,4-2-3-1,4-1-4-1,R. Machado Marques,F. de Oliveira Conceição,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,0.175,0.1841,False,True,Parcial (1 clube)
6911,2020,3,2020-08-16,16:00,Vasco,vasco,Sao Paulo,sao_paulo,2,1,3,1,Vitoria Mandante,Vasco,Estádio Vasco da Gama,RJ,SP,4-2-3-1,4-2-3-1,R. Menezes Hubner,F. Diniz Silva,True,master,NetBet,0.875,0.7315,Alta,True,secundario,Betsul,0.35,0.3116,Baixa/Media,0.6125,0.5216,True,True,Total (2 clubes)
6912,2020,3,2020-08-16,18:00,Fluminense,fluminense,Internacional,internacional,2,1,3,1,Vitoria Mandante,Fluminense, Maracanã,RJ,RS,4-3-3,4-1-2-1-2,O. Hellmann,E. Coudet,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,True,secundario,Betsul,0.35,0.3116,Baixa/Media,0.175,0.1841,False,True,Parcial (1 clube)
6913,2020,3,2020-08-16,19:00,Atletico-GO,atletico_go,Sport,sport,1,1,2,0,Empate,-,Estádio Olímpico Pedro Ludovico Teixeira,GO,PE,4-2-3-1,4-2-3-1,V. Carmo Mancini,D. Pollo Barioni,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,True,secundario,Betsul,0.35,0.3116,Baixa/Media,0.175,0.1841,False,True,Parcial (1 clube)
6914,2020,3,2020-08-16,19:30,Fortaleza,fortaleza,Botafogo-RJ,botafogo_rj,0,0,0,0,Empate,-,Arena Castelão,CE,RJ,4-2-3-1,4-2-3-1,R. Ceni,P. Autuori de Mello,True,master,NetBet,0.875,0.7315,Alta,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,0.6125,0.5216,True,True,Total (2 clubes)
6915,2020,3,2020-08-16,19:46,Santos,santos,Athletico-PR,athletico_pr,3,1,4,2,Vitoria Mandante,Santos,Estádio Urbano Caldeira,SP,PR,4-3-3,4-3-3,A. Stival,L. Silvestre,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,0.175,0.1841,False,True,Parcial (1 clube)
6916,2020,4,2020-08-19,19:15,Flamengo,flamengo,Gremio,gremio,1,1,2,0,Empate,-, Maracanã,RJ,RS,4-2-3-1,4-3-3,D. Torrent Font,Renato Gaúcho,True,secundario,Sportsbet.io,0.35,0.3116,Baixa/Media,True,secundario,Betsul,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6917,2020,4,2020-08-19,19:15,Bragantino,bragantino,Fluminense,fluminense,2,1,3,1,Vitoria Mandante,Bragantino,Nabizão,SP,RJ,4-3-3,4-2-3-1,F. de Oliveira Conceição,O. Hellmann,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,0.0,0.0566,False,False,Nenhuma
6918,2020,4,2020-08-19,19:31,Athletico-PR,athletico_pr,Palmeiras,palmeiras,0,1,1,-1,Vitoria Visitante,Palmeiras,Estádio Joaquim Américo Guimarães,PR,SP,4-3-3,4-2-3-1,D. Silvestre Júnior,V. Luxemburgo da Silva,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,0.0,0.0566,False,False,Nenhuma
6920,2020,4,2020-08-19,20:29,Internacional,internacional,Atletico-GO,atletico_go,3,0,3,3,Vitoria Mandante,Internacional,Estádio José Pinheiro Borda,RS,GO,4-3-3,4-3-3,E. Coudet,V. Carmo Mancini,True,secundario,Betsul,0.35,0.3116,Baixa/Media,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,0.175,0.1841,False,True,Parcial (1 clube)
6919,2020,4,2020-08-19,20:31,Goias,goias,Fortaleza,fortaleza,1,3,4,-2,Vitoria Visitante,Fortaleza,Estádio da Serrinha,GO,CE,3-4-3,4-2-3-1,N. da Silveira Júnior,R. Ceni,True,master,Marjosports,0.875,0.7315,Alta,True,master,NetBet,0.875,0.7315,Alta,0.875,0.7315,True,True,Total (2 clubes)
6921,2020,4,2020-08-19,21:30,Corinthians,corinthians,Coritiba,coritiba,3,1,4,2,Vitoria Mandante,Corinthians,Neo Química Arena,SP,PR,4-2-3-1,4-2-3-1,T. Retzalff Nunes,E. de Souza Barroca,True,mangas,Galera.bet,0.5,0.4316,Baixa/Media,True,secundario,Marjosports,0.35,0.3116,Baixa/Media,0.425,0.3716,True,True,Total (2 clubes)
6922,2020,4,2020-08-19,21:30,Botafogo-RJ,botafogo_rj,Atletico-MG,atletico_mg,2,1,3,1,Vitoria Mandante,Botafogo-RJ,Estádio Nilton Santos,RJ,MG,4-4-2,4-2-3-1,P. Autuori de Mello,J. Sampaoli Moya,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,True,secundario,Betsul,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6923,2020,4,2020-08-20,19:15,Sport,sport,Santos,santos,0,1,1,-1,Vitoria Visitante,Santos,Adelmar da Costa Carvalho,PE,SP,4-2-3-1,4-3-3,D. Pollo Barioni,A. Stival,True,secundario,Betsul,0.35,0.3116,Baixa/Media,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6924,2020,4,2020-08-20,20:00,Ceara,ceara,Vasco,vasco,0,3,3,-3,Vitoria Visitante,Vasco,Arena Castelão,CE,RJ,4-1-4-1,4-4-2,A. Ferreira,R. Menezes Hubner,True,secundario,Betsul,0.35,0.3116,Baixa/Media,True,master,NetBet,0.875,0.7315,Alta,0.6125,0.5216,True,True,Total (2 clubes)
6925,2020,4,2020-08-20,20:00,Sao Paulo,sao_paulo,Bahia,bahia,1,1,2,0,Empate,-, Morumbi,SP,BA,4-2-3-1,4-2-3-1,F. Diniz Silva,R. Machado Marques,True,secundario,Betsul,0.35,0.3116,Baixa/Media,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6926,2020,5,2020-08-22,16:00,Athletico-PR,athletico_pr,Fluminense,fluminense,0,1,1,-1,Vitoria Visitante,Fluminense,Estádio Joaquim Américo Guimarães,PR,RJ,4-3-3,4-2-3-1,L. Porto Siqueira,O. Hellmann,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,0.0,0.0566,False,False,Nenhuma
6927,2020,5,2020-08-22,18:59,Internacional,internacional,Atletico-MG,atletico_mg,1,0,1,1,Vitoria Mandante,Internacional,Estádio José Pinheiro Borda,RS,MG,4-2-3-1,3-4-1-2,E. Coudet,J. Sampaoli Moya,True,secundario,Betsul,0.35,0.3116,Baixa/Media,True,secundario,Betsul,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6928,2020,5,2020-08-22,21:00,Goias,goias,Atletico-GO,atletico_go,2,0,2,2,Vitoria Mandante,Goias,Estádio da Serrinha,GO,GO,4-3-3,4-2-3-1,G. Ramos da Silva,V. Carmo Mancini,True,master,Marjosports,0.875,0.7315,Alta,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,0.4375,0.394,False,True,Parcial (1 clube)
6929,2020,5,2020-08-23,11:03,Flamengo,flamengo,Botafogo-RJ,botafogo_rj,1,1,2,0,Empate,-, Maracanã,RJ,RJ,4-4-2,5-4-1,D. Torrent Font,P. Autuori de Mello,True,secundario,Sportsbet.io,0.35,0.3116,Baixa/Media,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6930,2020,5,2020-08-23,16:00,Vasco,vasco,Gremio,gremio,0,0,0,0,Empate,-,Estádio Vasco da Gama,RJ,RS,4-1-4-1,4-2-3-1,R. Menezes Hubner,Renato Gaúcho,True,master,NetBet,0.875,0.7315,Alta,True,secundario,Betsul,0.35,0.3116,Baixa/Media,0.6125,0.5216,True,True,Total (2 clubes)
6932,2020,5,2020-08-23,16:01,Bragantino,bragantino,Coritiba,coritiba,1,2,3,-1,Vitoria Visitante,Coritiba,Nabizão,SP,PR,4-3-3,4-2-3-1,F. de Oliveira Conceição,M. Santos Batista Júnior,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,True,secundario,Marjosports,0.35,0.3116,Baixa/Media,0.175,0.1841,False,True,Parcial (1 clube)
6931,2020,5,2020-08-23,16:02,Palmeiras,palmeiras,Santos,santos,2,1,3,1,Vitoria Mandante,Palmeiras, Morumbi,SP,SP,4-2-3-1,4-3-3,V. Luxemburgo da Silva,A. Stival,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,0.175,0.1841,False,True,Parcial (1 clube)
6933,2020,5,2020-08-23,18:59,Sport,sport,Sao Paulo,sao_paulo,0,1,1,-1,Vitoria Visitante,Sao Paulo,Adelmar da Costa Carvalho,PE,SP,4-2-3-1,4-3-3,D. Pollo Barioni,F. Diniz Silva,True,secundario,Betsul,0.35,0.3116,Baixa/Media,True,secundario,Betsul,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6934,2020,5,2020-08-23,20:00,Ceara,ceara,Bahia,bahia,2,0,2,2,Vitoria Mandante,Ceara,Arena Castelão,CE,BA,4-2-3-1,4-2-3-1,A. Ferreira,R. Machado Marques,True,secundario,Betsul,0.35,0.3116,Baixa/Media,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6935,2020,5,2020-08-26,21:30,Corinthians,corinthians,Fortaleza,fortaleza,1,1,2,0,Empate,-,Neo Química Arena,SP,CE,4-2-3-1,4-2-3-1,T. Retzalff Nunes,R. Ceni,True,mangas,Galera.bet,0.5,0.4316,Baixa/Media,True,master,NetBet,0.875,0.7315,Alta,0.6875,0.5816,True,True,Total (2 clubes)
6936,2020,11,2020-08-26,19:00,Sao Paulo,sao_paulo,Athletico-PR,athletico_pr,1,0,1,1,Vitoria Mandante,Sao Paulo, Morumbi,SP,PR,4-3-3,4-3-3,F. Diniz Silva,D. Silvestre Júnior,True,secundario,Betsul,0.35,0.3116,Baixa/Media,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,0.175,0.1841,False,True,Parcial (1 clube)
6946,2020,6,2020-08-29,17:00,Botafogo-RJ,botafogo_rj,Internacional,internacional,0,2,2,-2,Vitoria Visitante,Internacional,Estádio Nilton Santos,RJ,RS,4-3-3,4-1-2-1-2,P. Autuori de Mello,E. Coudet,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,True,secundario,Betsul,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6947,2020,6,2020-08-29,19:00,Fluminense,fluminense,Vasco,vasco,2,1,3,1,Vitoria Mandante,Fluminense, Maracanã,RJ,RJ,4-2-3-1,4-1-4-1,O. Hellmann,R. Menezes Hubner,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,True,master,NetBet,0.875,0.7315,Alta,0.4375,0.394,False,True,Parcial (1 clube)
6948,2020,6,2020-08-29,19:00,Bahia,bahia,Palmeiras,palmeiras,1,1,2,0,Empate,-,Estádio de Pituaçu,BA,SP,4-2-3-1,4-2-3-1,R. Machado Marques,V. Luxemburgo da Silva,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,0.175,0.1841,False,True,Parcial (1 clube)
6949,2020,6,2020-08-29,21:00,Fortaleza,fortaleza,Bragantino,bragantino,3,0,3,3,Vitoria Mandante,Fortaleza,Arena Castelão,CE,SP,4-2-3-1,4-1-4-1,R. Ceni,F. de Oliveira Conceição,True,master,NetBet,0.875,0.7315,Alta,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,0.4375,0.394,False,True,Parcial (1 clube)
6950,2020,6,2020-08-30,11:00,Sao Paulo,sao_paulo,Corinthians,corinthians,2,1,3,1,Vitoria Mandante,Sao Paulo, Morumbi,SP,SP,4-3-3,4-2-3-1,F. Diniz Silva,T. Retzalff Nunes,True,secundario,Betsul,0.35,0.3116,Baixa/Media,True,mangas,Galera.bet,0.5,0.4316,Baixa/Media,0.425,0.3716,True,True,Total (2 clubes)
6952,2020,6,2020-08-30,16:00,Santos,santos,Flamengo,flamengo,0,1,1,-1,Vitoria Visitante,Flamengo,Estádio Urbano Caldeira,SP,RJ,4-3-3,4-2-3-1,A. Stival,D. Torrent Font,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,True,secundario,Sportsbet.io,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6951,2020,6,2020-08-30,16:01,Coritiba,coritiba,Sport,sport,1,0,1,1,Vitoria Mandante,Coritiba, Couto Pereira,PR,PE,4-3-3,4-4-2,J. de Amorim Campos,J. Ribeiro Ventura,True,secundario,Marjosports,0.35,0.3116,Baixa/Media,True,secundario,Betsul,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6953,2020,6,2020-08-30,18:01,Atletico-GO,atletico_go,Ceara,ceara,0,2,2,-2,Vitoria Visitante,Ceara,Estádio Olímpico Pedro Ludovico Teixeira,GO,CE,4-2-3-1,4-2-3-1,V. Carmo Mancini,A. Ferreira,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,True,secundario,Betsul,0.35,0.3116,Baixa/Media,0.175,0.1841,False,True,Parcial (1 clube)
6956,2020,7,2020-09-02,19:02,Ceara,ceara,Fortaleza,fortaleza,1,0,1,1,Vitoria Mandante,Ceara,Arena Castelão,CE,CE,4-2-3-1,4-2-3-1,A. Ferreira,R. Ceni,True,secundario,Betsul,0.35,0.3116,Baixa/Media,True,master,NetBet,0.875,0.7315,Alta,0.6125,0.5216,True,True,Total (2 clubes)
6957,2020,7,2020-09-02,19:15,Fluminense,fluminense,Atletico-GO,atletico_go,1,1,2,0,Empate,-, Maracanã,RJ,GO,4-4-2,4-2-3-1,O. Hellmann,V. Carmo Mancini,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,0.0,0.0566,False,False,Nenhuma
6958,2020,7,2020-09-02,19:16,Goias,goias,Corinthians,corinthians,1,2,3,-1,Vitoria Visitante,Corinthians,Estádio da Serrinha,GO,SP,4-3-3,4-2-3-1,T. Mendes Larghi,T. Retzalff Nunes,True,master,Marjosports,0.875,0.7315,Alta,True,mangas,Galera.bet,0.5,0.4316,Baixa/Media,0.6875,0.5816,True,True,Total (2 clubes)
6959,2020,7,2020-09-02,20:30,Botafogo-RJ,botafogo_rj,Coritiba,coritiba,0,0,0,0,Empate,-,Estádio Nilton Santos,RJ,PR,4-2-3-1,4-3-3,P. Autuori de Mello,J. de Amorim Campos,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,True,secundario,Marjosports,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6961,2020,7,2020-09-02,20:30,Bahia,bahia,Flamengo,flamengo,3,5,8,-2,Vitoria Visitante,Flamengo,Estádio de Pituaçu,BA,RJ,4-2-3-1,4-2-3-1,R. Machado Marques,D. Torrent Font,True,secundario,Casa de Apostas,0.35,0.3116,Baixa/Media,True,secundario,Sportsbet.io,0.35,0.3116,Baixa/Media,0.35,0.3116,True,True,Total (2 clubes)
6960,2020,7,2020-09-02,20:31,Athletico-PR,athletico_pr,Bragantino,bragantino,1,1,2,0,Empate,-,Estádio Joaquim Américo Guimarães,PR,SP,4-2-3-1,4-2-3-1,E. de Barros,M. Freitas Rocha da Silva,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,False,nenhum,Nenhum,0.0,0.0566,Nenhuma,0.0,0.0566,False,False,Nenhuma
